file,cell_type_gt,seed42_pred,seed42_conf,seed42_held_out,seed789_pred,seed789_conf,seed789_held_out,n_seeds_disagree,n_honest_disagree,suspect_score,classification,source
neuromorpho__1_54.swc,pyramidal,pyramidal,0.9929,False,pyramidal,0.9816,False,0,0,0,OK,neuromorpho
neuromorpho__1_55.swc,pyramidal,pyramidal,0.9902,False,pyramidal,0.9705,False,0,0,0,OK,neuromorpho
neuromorpho__1_56.swc,pyramidal,pyramidal,0.9195,True,pyramidal,0.8977,True,0,0,0,OK,neuromorpho
neuromorpho__1_den_ax.swc,pyramidal,pyramidal,0.98,False,pyramidal,0.9376,False,0,0,0,OK,neuromorpho
neuromorpho__1a_3.swc,pyramidal,pyramidal,0.975,False,pyramidal,0.9151,True,0,0,0,OK,neuromorpho
neuromorpho__1a_4.swc,pyramidal,pyramidal,0.8949,True,pyramidal,0.8787,False,0,0,0,OK,neuromorpho
neuromorpho__1b_1.swc,pyramidal,pyramidal,0.7885,False,pyramidal,0.5611,True,0,0,0,OK,neuromorpho
neuromorpho__1b_2.swc,pyramidal,pyramidal,0.9361,False,pyramidal,0.8723,True,0,0,0,OK,neuromorpho
neuromorpho__1c_1.swc,pyramidal,pyramidal,0.9842,False,pyramidal,0.9256,False,0,0,0,OK,neuromorpho
neuromorpho__1d.swc,pyramidal,pyramidal,0.8641,False,pyramidal,0.5292,True,0,0,0,OK,neuromorpho
neuromorpho__2--OTC-10-nM-NPY-9-weeks.swc,pyramidal,pyramidal,0.9054,False,pyramidal,0.7316,False,0,0,0,OK,neuromorpho
neuromorpho__2-ENU2-treated-neuron1.swc,pyramidal,pyramidal,0.9942,False,pyramidal,0.978,False,0,0,0,OK,neuromorpho
neuromorpho__2-ENU2-treated-neuron1_2.swc,pyramidal,pyramidal,0.9017,True,pyramidal,0.8806,False,0,0,0,OK,neuromorpho
neuromorpho__2-ENU2-treated-neuron2.swc,pyramidal,pyramidal,0.9701,False,pyramidal,0.9691,False,0,0,0,OK,neuromorpho
neuromorpho__2-ENU2-treated-neuron2_2.swc,pyramidal,pyramidal,0.988,False,pyramidal,0.9525,False,0,0,0,OK,neuromorpho
neuromorpho__2-ENU2-treated-neuron3.swc,pyramidal,pyramidal,0.9454,False,pyramidal,0.9324,False,0,0,0,OK,neuromorpho
neuromorpho__2-ENU2-treated-neuron3_2.swc,pyramidal,pyramidal,0.9445,False,pyramidal,0.9245,False,0,0,0,OK,neuromorpho
neuromorpho__2-ENU2-veichle-neuron1.swc,pyramidal,pyramidal,0.957,False,pyramidal,0.9697,False,0,0,0,OK,neuromorpho
neuromorpho__2-ENU2-veichle-neuron2.swc,pyramidal,pyramidal,0.9946,False,pyramidal,0.9749,False,0,0,0,OK,neuromorpho
neuromorpho__2-ENU2-veichle-neuron2_2.swc,pyramidal,pyramidal,0.9807,False,pyramidal,0.9457,False,0,0,0,OK,neuromorpho
neuromorpho__2-ENU2-veichle-neuron3.swc,pyramidal,pyramidal,0.9915,True,pyramidal,0.977,False,0,0,0,OK,neuromorpho
neuromorpho__2-ENU2-veichle-neuron3_2.swc,pyramidal,pyramidal,0.8762,False,pyramidal,0.9219,False,0,0,0,OK,neuromorpho
neuromorpho__2-PKCd-3d-trace.swc,interneuron,interneuron,0.7662,False,interneuron,0.5783,False,0,0,0,OK,neuromorpho
neuromorpho__2-wild-type-veichle-neuron1.swc,pyramidal,pyramidal,0.9272,False,pyramidal,0.9338,False,0,0,0,OK,neuromorpho
neuromorpho__2-wild-type-veichle-neuron1_2.swc,pyramidal,pyramidal,0.9399,False,pyramidal,0.9392,False,0,0,0,OK,neuromorpho
neuromorpho__2-wild-type-veichle-neuron2.swc,pyramidal,pyramidal,0.9921,False,pyramidal,0.9658,False,0,0,0,OK,neuromorpho
neuromorpho__2-wild-type-veichle-neuron2_2.swc,pyramidal,pyramidal,0.8931,False,pyramidal,0.8878,True,0,0,0,OK,neuromorpho
neuromorpho__2-wild-type-veichle-neuron3.swc,pyramidal,pyramidal,0.9949,True,pyramidal,0.979,False,0,0,0,OK,neuromorpho
neuromorpho__2-wild-type-veichle-neuron3_2.swc,pyramidal,pyramidal,0.9846,False,pyramidal,0.9653,False,0,0,0,OK,neuromorpho
neuromorpho__20-08-15-B.swc,interneuron,interneuron,0.9975,False,interneuron,0.9884,True,0,0,0,OK,neuromorpho
neuromorpho__20120320SC2-1.swc,interneuron,interneuron,0.9941,False,interneuron,0.9762,False,0,0,0,OK,neuromorpho
neuromorpho__20120320SC2-2.swc,interneuron,interneuron,0.9969,False,interneuron,0.9837,False,0,0,0,OK,neuromorpho
neuromorpho__20120320sc4.swc,interneuron,interneuron,0.9954,True,interneuron,0.9819,False,0,0,0,OK,neuromorpho
neuromorpho__2013-12-16-MIR30MIS-P15.swc,pyramidal,pyramidal,0.9644,False,pyramidal,0.9695,False,0,0,0,OK,neuromorpho
neuromorpho__2015-04-07-slice-2-cell-7.swc,interneuron,interneuron,0.9672,False,interneuron,0.9781,True,0,0,0,OK,neuromorpho
neuromorpho__2016-01-06-slice-D-cell-7-rotated.swc,interneuron,interneuron,0.9953,False,interneuron,0.9888,False,0,0,0,OK,neuromorpho
neuromorpho__2016-01-08-slice-B-cell-2-rotated.swc,interneuron,interneuron,0.9809,False,interneuron,0.9626,False,0,0,0,OK,neuromorpho
neuromorpho__2016-08-11-slice-3-cell-7-rotated.swc,interneuron,interneuron,0.9928,True,interneuron,0.9842,False,0,0,0,OK,neuromorpho
neuromorpho__2016-09-06-slice-C-cell-7-rotated.swc,interneuron,interneuron,0.9979,True,interneuron,0.9919,True,0,0,0,OK,neuromorpho
neuromorpho__2016-13-08-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9975,False,interneuron,0.9904,False,0,0,0,OK,neuromorpho
neuromorpho__2016-16-12-slice-e-cell-3-rotated.swc,interneuron,interneuron,0.9961,True,interneuron,0.9896,False,0,0,0,OK,neuromorpho
neuromorpho__2016-19-05-slice-2-cell-5-rotated.swc,interneuron,interneuron,0.9966,False,interneuron,0.9912,True,0,0,0,OK,neuromorpho
neuromorpho__2016-19-10-slice-1-cell-2-rotated.swc,interneuron,interneuron,0.9987,False,interneuron,0.9919,True,0,0,0,OK,neuromorpho
neuromorpho__2016-19-10-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9979,False,interneuron,0.9908,False,0,0,0,OK,neuromorpho
neuromorpho__2016-19-10-slice-2-cell-4-rotated.swc,interneuron,interneuron,0.998,False,interneuron,0.9898,False,0,0,0,OK,neuromorpho
neuromorpho__2016-19-10-slice-4-cell-7-rotated.swc,interneuron,interneuron,0.9984,False,interneuron,0.9921,True,0,0,0,OK,neuromorpho
neuromorpho__2016-20-10-slice-4-cell-2-rotated.swc,interneuron,interneuron,0.998,False,interneuron,0.9902,False,0,0,0,OK,neuromorpho
neuromorpho__2016-20-10-slice-4-cell-3-rotated.swc,interneuron,interneuron,0.9979,False,interneuron,0.9916,False,0,0,0,OK,neuromorpho
neuromorpho__2016-24-08-slice-C-cell-7-rotated.swc,interneuron,interneuron,0.9971,False,interneuron,0.9917,False,0,0,0,OK,neuromorpho
neuromorpho__2016-30-09-slice-4-cell-8-rotated.swc,interneuron,interneuron,0.9854,True,interneuron,0.9652,False,0,0,0,OK,neuromorpho
neuromorpho__2016-31-08-slice-1-cell-2-rotated.swc,interneuron,interneuron,0.9938,False,interneuron,0.9889,False,0,0,0,OK,neuromorpho
neuromorpho__2016-31-08-slice-3-cell-2-roteted.swc,interneuron,interneuron,0.9971,False,interneuron,0.9893,False,0,0,0,OK,neuromorpho
neuromorpho__2017-01-08-slice-4-cell-2-rotated.swc,interneuron,interneuron,0.9919,False,interneuron,0.9697,True,0,0,0,OK,neuromorpho
neuromorpho__2017-01-08-slice-4-cell-7-rotated.swc,interneuron,interneuron,0.9905,True,interneuron,0.9816,False,0,0,0,OK,neuromorpho
neuromorpho__2017-01-09-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9942,True,interneuron,0.9684,False,0,0,0,OK,neuromorpho
neuromorpho__2017-02-08-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9976,True,interneuron,0.9915,False,0,0,0,OK,neuromorpho
neuromorpho__2017-02-08-slice-3-cell-7-rotated.swc,interneuron,interneuron,0.9899,False,interneuron,0.985,False,0,0,0,OK,neuromorpho
neuromorpho__2017-03-04-slice-4-cell-2-rotated.swc,interneuron,interneuron,0.9979,False,interneuron,0.99,False,0,0,0,OK,neuromorpho
neuromorpho__2017-03-05-slice-3-cell-7-rotated.swc,interneuron,interneuron,0.9969,True,interneuron,0.9849,False,0,0,0,OK,neuromorpho
neuromorpho__2017-03-07-slice-1-cell-7-rotated.swc,interneuron,interneuron,0.9981,True,interneuron,0.9901,False,0,0,0,OK,neuromorpho
neuromorpho__2017-03-07-slice-2-cell-3-rotated.swc,interneuron,interneuron,0.996,True,interneuron,0.9859,False,0,0,0,OK,neuromorpho
neuromorpho__2017-03-07-slice-2-cell-7-rotated.swc,interneuron,interneuron,0.9873,False,interneuron,0.9665,False,0,0,0,OK,neuromorpho
neuromorpho__2017-04-03-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9966,False,interneuron,0.9894,False,0,0,0,OK,neuromorpho
neuromorpho__2017-04-07-slice-2-cell-6-rotated.swc,interneuron,interneuron,0.9957,True,interneuron,0.9882,False,0,0,0,OK,neuromorpho
neuromorpho__2017-04-07-slice-4-cell-6-rotated.swc,interneuron,interneuron,0.9969,False,interneuron,0.9879,False,0,0,0,OK,neuromorpho
neuromorpho__2017-05-16-slice-1-cell-2-rotated.swc,interneuron,interneuron,0.9961,False,interneuron,0.988,False,0,0,0,OK,neuromorpho
neuromorpho__2017-06-03-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9979,False,interneuron,0.991,True,0,0,0,OK,neuromorpho
neuromorpho__2017-06-03-slice-5-cell-7-rotated.swc,interneuron,interneuron,0.9886,False,interneuron,0.9747,False,0,0,0,OK,neuromorpho
neuromorpho__2017-06-08-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9967,False,interneuron,0.9906,False,0,0,0,OK,neuromorpho
neuromorpho__2017-06-08-slice-3-cell-7-rotated.swc,interneuron,interneuron,0.9832,True,interneuron,0.9735,False,0,0,0,OK,neuromorpho
neuromorpho__2017-07-09-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9972,False,interneuron,0.9907,False,0,0,0,OK,neuromorpho
neuromorpho__2017-08-05-slice-4-cell-3-rotated.swc,interneuron,interneuron,0.9985,False,interneuron,0.99,False,0,0,0,OK,neuromorpho
neuromorpho__2017-09-02-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.988,False,interneuron,0.9729,False,0,0,0,OK,neuromorpho
neuromorpho__2017-09-02-slice-3-cell-2-roteted.swc,interneuron,interneuron,0.9969,True,interneuron,0.9896,False,0,0,0,OK,neuromorpho
neuromorpho__2017-09-10-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9389,False,interneuron,0.9427,False,0,0,0,OK,neuromorpho
neuromorpho__2017-10-02-slice-4-cell-2-rotated.swc,interneuron,interneuron,0.9739,False,interneuron,0.922,False,0,0,0,OK,neuromorpho
neuromorpho__2017-11-03-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9825,False,interneuron,0.9481,False,0,0,0,OK,neuromorpho
neuromorpho__2017-11-09-slice-1-cell-2-rotated.swc,interneuron,interneuron,0.9351,False,interneuron,0.9185,False,0,0,0,OK,neuromorpho
neuromorpho__2017-12-02-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9978,True,interneuron,0.9908,False,0,0,0,OK,neuromorpho
neuromorpho__2017-12-02-slice-3-cell-3-rotated.swc,interneuron,interneuron,0.9865,True,interneuron,0.9714,True,0,0,0,OK,neuromorpho
neuromorpho__2017-12-07-slice-1-cell-7-rotated.swc,interneuron,interneuron,0.9926,False,interneuron,0.9893,False,0,0,0,OK,neuromorpho
neuromorpho__2017-12-09-slice-1-cell-7-rotated.swc,interneuron,interneuron,0.994,False,interneuron,0.9868,False,0,0,0,OK,neuromorpho
neuromorpho__2017-12-09-slice-3-cell-3-rotated.swc,interneuron,interneuron,0.9964,False,interneuron,0.9881,False,0,0,0,OK,neuromorpho
neuromorpho__2017-13-02-slice-2-cell-3-rotated.swc,interneuron,interneuron,0.9981,False,interneuron,0.9909,False,0,0,0,OK,neuromorpho
neuromorpho__2017-14-09-salice-2-cell-7-rotated.swc,interneuron,interneuron,0.998,False,interneuron,0.9911,False,0,0,0,OK,neuromorpho
neuromorpho__2017-15-02-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9972,False,interneuron,0.9885,False,0,0,0,OK,neuromorpho
neuromorpho__2017-15-03-slice-1-cell-2-rotated.swc,interneuron,interneuron,0.9952,False,interneuron,0.9797,True,0,0,0,OK,neuromorpho
neuromorpho__2017-15-12-slice-3-cell-3-rotated.swc,interneuron,interneuron,0.9975,False,interneuron,0.9894,False,0,0,0,OK,neuromorpho
neuromorpho__2017-16-05-slice-1-cell-6-rotated.swc,interneuron,interneuron,0.9974,True,interneuron,0.9896,False,0,0,0,OK,neuromorpho
neuromorpho__2017-16-06-slice-1-cell-2-rotated_1.swc,interneuron,interneuron,0.9985,False,interneuron,0.9916,False,0,0,0,OK,neuromorpho
neuromorpho__2017-16-06-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9971,False,interneuron,0.9908,False,0,0,0,OK,neuromorpho
neuromorpho__2017-16-10-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9984,True,interneuron,0.9916,False,0,0,0,OK,neuromorpho
neuromorpho__2017-17-03-slice-1-cell-2-rotated.swc,interneuron,interneuron,0.9979,False,interneuron,0.9905,True,0,0,0,OK,neuromorpho
neuromorpho__2017-17-03-slice-1-cell-7-rotated.swc,interneuron,interneuron,0.985,False,interneuron,0.9666,False,0,0,0,OK,neuromorpho
neuromorpho__2017-17-03-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9903,False,interneuron,0.9705,False,0,0,0,OK,neuromorpho
neuromorpho__2017-17-04-slice-1-cell-2-rotated.swc,interneuron,interneuron,0.9966,False,interneuron,0.9907,False,0,0,0,OK,neuromorpho
neuromorpho__2017-17-04-slice-1-cell-7-rotated.swc,interneuron,interneuron,0.9548,False,interneuron,0.8856,True,0,0,0,OK,neuromorpho
neuromorpho__2017-17-07-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9953,False,interneuron,0.9836,False,0,0,0,OK,neuromorpho
neuromorpho__2017-18-07-slice-1-cell-3-rotated.swc,interneuron,interneuron,0.9899,False,interneuron,0.9682,False,0,0,0,OK,neuromorpho
neuromorpho__2017-18-07-slice-1-cell-7-rotated.swc,interneuron,interneuron,0.9974,False,interneuron,0.9898,False,0,0,0,OK,neuromorpho
neuromorpho__2017-18-09-slice-1-cell6-rotated.swc,interneuron,interneuron,0.9975,False,interneuron,0.9896,False,0,0,0,OK,neuromorpho
neuromorpho__2017-18-10-slice-1-cell-2-rotated.swc,interneuron,interneuron,0.9971,True,interneuron,0.9912,False,0,0,0,OK,neuromorpho
neuromorpho__2017-18-10-slice-1-cell-6-rotated.swc,interneuron,interneuron,0.9967,True,interneuron,0.9888,False,0,0,0,OK,neuromorpho
neuromorpho__2017-19-07-slice-4-cell7-rotated.swc,interneuron,interneuron,0.9961,False,interneuron,0.9892,False,0,0,0,OK,neuromorpho
neuromorpho__2017-19-09-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9947,False,interneuron,0.9875,False,0,0,0,OK,neuromorpho
neuromorpho__2017-22-08-slice-2-cell-7-rotated.swc,interneuron,interneuron,0.9945,False,interneuron,0.9852,False,0,0,0,OK,neuromorpho
neuromorpho__2017-23-01-slice-5-cell-2-rotated.swc,interneuron,interneuron,0.996,False,interneuron,0.9906,False,0,0,0,OK,neuromorpho
neuromorpho__2017-23-10-slice-1-cell-7-rotated.swc,interneuron,interneuron,0.9941,False,interneuron,0.9849,False,0,0,0,OK,neuromorpho
neuromorpho__2017-23-10-slice-2-cell-7-rotated.swc,interneuron,interneuron,0.9978,True,interneuron,0.9896,False,0,0,0,OK,neuromorpho
neuromorpho__2017-23-10-slice-3-cell-6-rotated.swc,interneuron,interneuron,0.9972,True,interneuron,0.9893,False,0,0,0,OK,neuromorpho
neuromorpho__2017-24-02-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9945,False,interneuron,0.9839,True,0,0,0,OK,neuromorpho
neuromorpho__2017-25-04-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9982,False,interneuron,0.9921,False,0,0,0,OK,neuromorpho
neuromorpho__2017-25-09-slice-2-cell-7-rotated.swc,interneuron,interneuron,0.9976,False,interneuron,0.9908,False,0,0,0,OK,neuromorpho
neuromorpho__2017-25-09-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9984,False,interneuron,0.9916,False,0,0,0,OK,neuromorpho
neuromorpho__2017-25-10-slice-2-cell-7-rotated.swc,interneuron,interneuron,0.9977,False,interneuron,0.9911,False,0,0,0,OK,neuromorpho
neuromorpho__2017-27-01-slice-4-cell-7-rotated.swc,interneuron,interneuron,0.9935,False,interneuron,0.9894,False,0,0,0,OK,neuromorpho
neuromorpho__2017-27-06-slice-1-cell-2-rotated.swc,interneuron,interneuron,0.9947,False,interneuron,0.9862,False,0,0,0,OK,neuromorpho
neuromorpho__2017-28-04-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9966,False,interneuron,0.9914,False,0,0,0,OK,neuromorpho
neuromorpho__2017-29-03-slice-1-cell-2-rotated.swc,interneuron,interneuron,0.986,False,interneuron,0.967,False,0,0,0,OK,neuromorpho
neuromorpho__2017-29-03-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9972,True,interneuron,0.9909,True,0,0,0,OK,neuromorpho
neuromorpho__2017-29-03-slice-4-cell-7-rotated.swc,interneuron,interneuron,0.9984,False,interneuron,0.9912,False,0,0,0,OK,neuromorpho
neuromorpho__2017-29-06-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9971,False,interneuron,0.9894,True,0,0,0,OK,neuromorpho
neuromorpho__2017-30-01-slice-2-cell-7-rotated.swc,interneuron,interneuron,0.9869,False,interneuron,0.9672,False,0,0,0,OK,neuromorpho
neuromorpho__2017-31-01-slice-1-cell-7-rotated.swc,interneuron,interneuron,0.9975,False,interneuron,0.9908,False,0,0,0,OK,neuromorpho
neuromorpho__2017-31-07-slice-2-cell-7-rotated.swc,interneuron,interneuron,0.995,False,interneuron,0.9825,False,0,0,0,OK,neuromorpho
neuromorpho__20171005A01.swc,pyramidal,pyramidal,0.5461,False,pyramidal,0.6173,False,0,0,0,OK,neuromorpho
neuromorpho__20171018A01.swc,pyramidal,pyramidal,0.8304,False,pyramidal,0.7832,False,0,0,0,OK,neuromorpho
neuromorpho__20171018D01.swc,pyramidal,pyramidal,0.9109,False,pyramidal,0.9226,False,0,0,0,OK,neuromorpho
neuromorpho__20171124B01.swc,pyramidal,pyramidal,0.9565,False,pyramidal,0.8934,False,0,0,0,OK,neuromorpho
neuromorpho__2018-06-09-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.9976,False,interneuron,0.9914,False,0,0,0,OK,neuromorpho
neuromorpho__2018-14-05-slice-1-cell-2-rotated.swc,interneuron,interneuron,0.9964,False,interneuron,0.9906,True,0,0,0,OK,neuromorpho
neuromorpho__2018-18-10-slice-2-cell-2-rotated.swc,interneuron,interneuron,0.997,False,interneuron,0.9916,False,0,0,0,OK,neuromorpho
neuromorpho__2018-22-09-slice-3-cell-2-rotated.swc,interneuron,interneuron,0.9981,False,interneuron,0.9916,False,0,0,0,OK,neuromorpho
neuromorpho__20180109B01.swc,pyramidal,pyramidal,0.7265,True,pyramidal,0.6142,True,0,0,0,OK,neuromorpho
neuromorpho__20180109F01.swc,pyramidal,pyramidal,0.9577,False,pyramidal,0.8082,False,0,0,0,OK,neuromorpho
neuromorpho__20180213_sample_5.swc,interneuron,interneuron,0.9946,False,interneuron,0.9887,False,0,0,0,OK,neuromorpho
neuromorpho__20180215_sample_1.swc,interneuron,interneuron,0.9976,False,interneuron,0.9911,False,0,0,0,OK,neuromorpho
neuromorpho__20180306_sample_1.swc,interneuron,interneuron,0.9983,False,interneuron,0.9916,False,0,0,0,OK,neuromorpho
neuromorpho__20180327_sample_1.swc,interneuron,interneuron,0.9968,False,interneuron,0.9913,False,0,0,0,OK,neuromorpho
neuromorpho__20180327_sample_4.swc,interneuron,interneuron,0.9964,False,interneuron,0.9912,False,0,0,0,OK,neuromorpho
neuromorpho__20180327_sample_5.swc,interneuron,interneuron,0.9971,False,interneuron,0.9911,False,0,0,0,OK,neuromorpho
neuromorpho__20180404_sample_2.swc,interneuron,interneuron,0.9981,False,interneuron,0.9922,False,0,0,0,OK,neuromorpho
neuromorpho__20180404_sample_5.swc,interneuron,interneuron,0.9976,True,interneuron,0.9913,False,0,0,0,OK,neuromorpho
neuromorpho__20180410_sample_9.swc,interneuron,interneuron,0.9978,False,interneuron,0.9916,False,0,0,0,OK,neuromorpho
neuromorpho__20180411_sample_4.swc,interneuron,interneuron,0.9984,False,interneuron,0.9915,True,0,0,0,OK,neuromorpho
neuromorpho__20180411_sample_5.swc,interneuron,interneuron,0.9959,False,interneuron,0.9914,False,0,0,0,OK,neuromorpho
neuromorpho__20180417D01.swc,pyramidal,pyramidal,0.7155,False,pyramidal,0.7217,False,0,0,0,OK,neuromorpho
neuromorpho__20180417_sample_1.swc,interneuron,interneuron,0.9869,False,interneuron,0.9807,False,0,0,0,OK,neuromorpho
neuromorpho__20180425_sample_8.swc,interneuron,interneuron,0.9101,False,interneuron,0.8983,False,0,0,0,OK,neuromorpho
neuromorpho__20180510_sample_2.swc,interneuron,interneuron,0.9982,False,interneuron,0.9919,True,0,0,0,OK,neuromorpho
neuromorpho__20180515_sample_1.swc,interneuron,interneuron,0.9766,True,interneuron,0.9701,True,0,0,0,OK,neuromorpho
neuromorpho__20180524_sample_9.swc,interneuron,interneuron,0.9591,False,interneuron,0.9697,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-60L5-1-2-300-00-291-21-46.swc,interneuron,interneuron,0.9905,False,interneuron,0.9722,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-60L5-2-1-428-03-249-80-46.swc,interneuron,interneuron,0.7815,True,interneuron,0.9167,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-60L5-3-1-303-13-274-61-69.swc,interneuron,interneuron,0.8591,False,interneuron,0.8936,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-60L5-4-1-360-16-222-85-24.swc,interneuron,interneuron,0.94,False,interneuron,0.9538,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-1-1-525-00-79-10-42.swc,interneuron,interneuron,0.9671,False,interneuron,0.9464,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-1-2-328-32-208-11-31.swc,interneuron,interneuron,0.955,False,interneuron,0.9466,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-1-3-327-83-270-31-28.swc,interneuron,interneuron,0.9864,False,interneuron,0.9589,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-1-4-320-31-276-07-19.swc,interneuron,interneuron,0.8606,False,interneuron,0.8204,True,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-2-1-316-50-300-20-34.swc,interneuron,interneuron,0.9318,False,interneuron,0.9461,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-2-2-472-55-109-47-40.swc,interneuron,interneuron,0.9709,False,interneuron,0.9289,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-2-3-451-09-113-14-40.swc,interneuron,interneuron,0.983,True,interneuron,0.9541,True,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-3-1-276-15-298-35-46.swc,interneuron,interneuron,0.5979,True,interneuron,0.9321,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-3-2-364-76-155-24-78.swc,interneuron,interneuron,0.9664,False,interneuron,0.9153,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-4-1-320-29-263-69-46.swc,interneuron,interneuron,0.9633,False,interneuron,0.9425,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-4-2-368-39-185-94-46.swc,interneuron,interneuron,0.9462,False,interneuron,0.9395,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-5-1-415-04-119-76-42.swc,interneuron,interneuron,0.9738,False,interneuron,0.9625,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-5-2-328-35-217-46-43.swc,interneuron,interneuron,0.9924,False,interneuron,0.9418,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-6-1-526-18-132-17-27.swc,interneuron,interneuron,0.9658,True,interneuron,0.9663,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-6-2-386-50-223-99-45.swc,interneuron,interneuron,0.9859,False,interneuron,0.9431,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-6-3-151-09-211-12-42.swc,interneuron,interneuron,0.8668,False,interneuron,0.8855,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-6-4-185-05-337-32-36.swc,interneuron,interneuron,0.9806,False,interneuron,0.9592,True,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-7-1-341-33-142-00-12.swc,interneuron,interneuron,0.8936,False,interneuron,0.9054,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-7-2-446-74-211-31-19-5.swc,interneuron,interneuron,0.9656,False,interneuron,0.9507,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-7-3-460-05-238-79-43.swc,interneuron,interneuron,0.9666,False,interneuron,0.9577,False,0,0,0,OK,neuromorpho
neuromorpho__20180607-L1R2-7-4-282-91-308-73-39.swc,interneuron,interneuron,0.964,False,interneuron,0.9176,True,0,0,0,OK,neuromorpho
neuromorpho__20180621_sample_5.swc,interneuron,interneuron,0.9222,False,interneuron,0.8934,False,0,0,0,OK,neuromorpho
neuromorpho__20180621_sample_7.swc,interneuron,interneuron,0.9774,True,interneuron,0.7936,False,0,0,0,OK,neuromorpho
neuromorpho__20180628_sample_2.swc,interneuron,interneuron,0.9942,False,interneuron,0.986,False,0,0,0,OK,neuromorpho
neuromorpho__20180704_sample_5.swc,interneuron,interneuron,0.997,False,interneuron,0.9901,False,0,0,0,OK,neuromorpho
neuromorpho__20180705_sample_1.swc,interneuron,interneuron,0.9956,False,interneuron,0.9906,False,0,0,0,OK,neuromorpho
neuromorpho__20180711_sample_3.swc,interneuron,interneuron,0.9973,False,interneuron,0.9912,True,0,0,0,OK,neuromorpho
neuromorpho__20180712_sample_14.swc,interneuron,interneuron,0.9962,False,interneuron,0.9899,False,0,0,0,OK,neuromorpho
neuromorpho__20180717_sample_3.swc,interneuron,interneuron,0.9969,True,interneuron,0.99,False,0,0,0,OK,neuromorpho
neuromorpho__20180717_sample_4.swc,interneuron,interneuron,0.9979,False,interneuron,0.9914,False,0,0,0,OK,neuromorpho
neuromorpho__20180719_sample_1.swc,interneuron,interneuron,0.9111,False,interneuron,0.7178,True,0,0,0,OK,neuromorpho
neuromorpho__20180720_sample_5.swc,interneuron,interneuron,0.9615,False,interneuron,0.9674,True,0,0,0,OK,neuromorpho
neuromorpho__20180725_sample_9.swc,interneuron,interneuron,0.9703,True,interneuron,0.9712,False,0,0,0,OK,neuromorpho
neuromorpho__20180817_sample_2.swc,interneuron,interneuron,0.9976,False,interneuron,0.9916,True,0,0,0,OK,neuromorpho
neuromorpho__20180817_sample_3.swc,interneuron,interneuron,0.9981,False,interneuron,0.9902,False,0,0,0,OK,neuromorpho
