row_id,model_seed,file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source
seed123:neuromorpho__Cell70.swc,123,neuromorpho__Cell70.swc,interneuron,4883,v12_gentle_seed123,0.3531,0.546,0.0,0.7062,,interneuron,0.9871,True,1,0.0,,,0.0,0.454,0.0,0.546,0,4882,0,0.86,neuromorpho
seed123:neuromorpho__Cell72.swc,123,neuromorpho__Cell72.swc,interneuron,2867,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9953,True,1,0.0,,,0.0,0.848,0.0,0.151,2432,434,0,0.58,neuromorpho
seed123:neuromorpho__Cell77.swc,123,neuromorpho__Cell77.swc,interneuron,9909,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9962,True,1,0.0,,,0.0,0.53,0.0,0.47,5252,4656,0,1.27,neuromorpho
seed123:neuromorpho__Cell78.swc,123,neuromorpho__Cell78.swc,interneuron,5194,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9885,True,1,0.0,,,0.0,0.407,0.0,0.593,2115,3078,0,1.09,neuromorpho
seed123:neuromorpho__Cell7_Hippocampus_singlecell.swc,123,neuromorpho__Cell7_Hippocampus_singlecell.swc,interneuron,527,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.3589,True,1,0.0,,,0.0,0.298,0.0,0.7,157,369,0,0.29,neuromorpho
seed123:neuromorpho__Cell888Spp1.swc,123,neuromorpho__Cell888Spp1.swc,interneuron,2608,v12_gentle_seed123,1.0,1.0,,1.0,,interneuron,0.4782,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2607,0,0.35,neuromorpho
seed123:neuromorpho__Chat-IRES-Cre-neo_Ai14-280700-06-01-01_614430437_m.swc,123,neuromorpho__Chat-IRES-Cre-neo_Ai14-280700-06-01-01_614430437_m.swc,interneuron,11680,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9967,True,1,0.0,,,0.0,0.788,0.0,0.212,9205,2474,0,1.35,neuromorpho
seed123:neuromorpho__Chat-IRES-Cre-neo_Ai14-308245-04-02-01_605859502_m.swc,123,neuromorpho__Chat-IRES-Cre-neo_Ai14-308245-04-02-01_605859502_m.swc,interneuron,8427,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.993,True,1,0.0,,,0.0,0.686,0.0,0.314,5784,2642,0,0.94,neuromorpho
seed123:neuromorpho__Chat-IRES-Cre-neo_Ai14-313181-04-02-01_610885831_m.swc,123,neuromorpho__Chat-IRES-Cre-neo_Ai14-313181-04-02-01_610885831_m.swc,interneuron,4292,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.979,True,1,0.0,,,0.0,0.481,0.0,0.519,2065,2226,0,0.66,neuromorpho
seed123:neuromorpho__Chat-IRES-Cre-neo_Ai14-316042-05-02-01_639670635_m.swc,123,neuromorpho__Chat-IRES-Cre-neo_Ai14-316042-05-02-01_639670635_m.swc,interneuron,6544,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9846,True,1,0.0,,,0.0,0.516,0.0,0.484,3376,3167,0,0.72,neuromorpho
seed123:neuromorpho__Chrna2-Cre_OE25_Ai14_BT_-280154-04-01-01_673136338_m.swc,123,neuromorpho__Chrna2-Cre_OE25_Ai14_BT_-280154-04-01-01_673136338_m.swc,interneuron,14548,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9945,True,1,0.0,,,0.0,0.825,0.0,0.175,11997,2550,0,1.6,neuromorpho
seed123:neuromorpho__D100308INT.swc,123,neuromorpho__D100308INT.swc,interneuron,8361,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9966,True,1,0.0,,,0.0,0.873,0.0,0.127,7301,1059,0,1.7,neuromorpho
seed123:neuromorpho__Dec4IR3b-20x-NL.swc,123,neuromorpho__Dec4IR3b-20x-NL.swc,pyramidal,7343,v12_gentle_seed123,0.4582,0.7248,,0.9165,0.0,interneuron,0.4325,False,1,-8.07,30.04,38.11,99.36,0.0,0.275,0.725,1051,6291,0,0.68,neuromorpho
seed123:neuromorpho__Delayed15_2161_biocytin.swc,123,neuromorpho__Delayed15_2161_biocytin.swc,interneuron,1396,v12_gentle_seed123,1.0,1.0,,1.0,,interneuron,0.9817,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1395,0,0.26,neuromorpho
seed123:neuromorpho__Delayed8_241018c6_neurobiotin.swc,123,neuromorpho__Delayed8_241018c6_neurobiotin.swc,interneuron,4695,v12_gentle_seed123,1.0,1.0,,1.0,,interneuron,0.9764,True,1,0.0,,,0.0,0.0,0.0,1.0,0,4694,0,0.4,neuromorpho
seed123:neuromorpho__Diego-02-27-13-BR.swc,123,neuromorpho__Diego-02-27-13-BR.swc,interneuron,27082,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9971,True,1,0.0,,,0.0,0.847,0.0,0.153,22936,4145,0,2.61,neuromorpho
seed123:neuromorpho__EDF2_D4-Fresh-Hippo-2-EDF_crop-4.swc,123,neuromorpho__EDF2_D4-Fresh-Hippo-2-EDF_crop-4.swc,pyramidal,728,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9951,True,1,0.0,,,0.0,0.0,0.0,0.999,0,727,0,0.51,neuromorpho
seed123:neuromorpho__EDF2_D4-Fresh-Hippo-2-EDF_crop.swc,123,neuromorpho__EDF2_D4-Fresh-Hippo-2-EDF_crop.swc,pyramidal,891,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9927,True,1,0.0,,,0.0,0.0,0.0,0.999,0,890,0,0.49,neuromorpho
seed123:neuromorpho__EDF3_D4-Fresh-Hippo-3-EDF_crop-8.swc,123,neuromorpho__EDF3_D4-Fresh-Hippo-3-EDF_crop-8.swc,pyramidal,769,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9942,True,1,0.0,,,0.0,0.0,0.0,0.999,0,768,0,0.5,neuromorpho
seed123:neuromorpho__EDF3_D4-Fresh-Hippo-3-EDF_crop.swc,123,neuromorpho__EDF3_D4-Fresh-Hippo-3-EDF_crop.swc,pyramidal,891,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9934,True,1,0.0,,,0.0,0.0,0.0,0.999,0,890,0,0.48,neuromorpho
seed123:neuromorpho__ES53_iOLM.swc,123,neuromorpho__ES53_iOLM.swc,interneuron,13074,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9695,True,1,0.0,,,0.0,0.608,0.0,0.392,7952,5121,0,1.14,neuromorpho
seed123:neuromorpho__EXP-5_67-188-1001.swc,123,neuromorpho__EXP-5_67-188-1001.swc,interneuron,5520,v12_gentle_seed123,1.0,1.0,,1.0,,interneuron,0.9647,True,1,0.0,,,0.0,0.0,0.0,1.0,0,5519,0,0.49,neuromorpho
seed123:neuromorpho__EXP-5_67-188-1002.swc,123,neuromorpho__EXP-5_67-188-1002.swc,interneuron,1474,v12_gentle_seed123,1.0,1.0,,1.0,,interneuron,0.989,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1473,0,0.27,neuromorpho
seed123:neuromorpho__EXP-5_67-188-1003.swc,123,neuromorpho__EXP-5_67-188-1003.swc,interneuron,1051,v12_gentle_seed123,1.0,1.0,,1.0,,interneuron,0.9853,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1050,0,0.27,neuromorpho
seed123:neuromorpho__EXP-5_67-188-1008.swc,123,neuromorpho__EXP-5_67-188-1008.swc,interneuron,6923,v12_gentle_seed123,1.0,1.0,,1.0,,interneuron,0.9448,True,1,0.0,,,0.0,0.0,0.0,1.0,0,6922,0,0.55,neuromorpho
seed123:neuromorpho__EXP-5_67-Scr-1011.swc,123,neuromorpho__EXP-5_67-Scr-1011.swc,interneuron,1607,v12_gentle_seed123,1.0,1.0,,1.0,,interneuron,0.985,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1606,0,0.28,neuromorpho
seed123:neuromorpho__Epi3cell2_sc.swc,123,neuromorpho__Epi3cell2_sc.swc,pyramidal,5234,v12_gentle_seed123,0.6198,0.7885,1.0,0.8593,0.0,pyramidal,0.9004,True,1,0.0,-14.2,-14.2,454.76,0.143,0.199,0.658,746,4424,63,1.36,neuromorpho
seed123:neuromorpho__Exp_V1B-L23_cell1.swc,123,neuromorpho__Exp_V1B-L23_cell1.swc,pyramidal,617,v12_gentle_seed123,0.7826,0.6434,,0.7826,,pyramidal,0.9901,True,1,0.0,,,0.0,0.0,0.0,0.998,0,396,220,0.89,neuromorpho
seed123:neuromorpho__Exp_V1B-L5_cell11.swc,123,neuromorpho__Exp_V1B-L5_cell11.swc,pyramidal,516,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9884,True,1,0.0,,,0.0,0.0,0.0,0.998,0,515,0,0.68,neuromorpho
seed123:neuromorpho__Exp_V1B-L5_cell4.swc,123,neuromorpho__Exp_V1B-L5_cell4.swc,pyramidal,1198,v12_gentle_seed123,0.5613,0.3907,,0.5613,,pyramidal,0.9896,True,1,0.0,,,0.0,0.0,0.0,0.999,730,467,0,1.3,neuromorpho
seed123:neuromorpho__Exp_V1B-L5_cell5.swc,123,neuromorpho__Exp_V1B-L5_cell5.swc,pyramidal,1094,v12_gentle_seed123,0.6085,0.4378,,0.6085,,pyramidal,0.9904,True,1,0.0,,,0.0,0.0,0.0,0.999,615,478,0,1.12,neuromorpho
seed123:neuromorpho__Feb23-IR1-1G.swc,123,neuromorpho__Feb23-IR1-1G.swc,pyramidal,1142,v12_gentle_seed123,1.0,1.0,,1.0,1.0,pyramidal,0.9702,True,1,0.0,-7.92,-7.92,81.63,0.0,0.421,0.578,0,660,481,0.77,neuromorpho
seed123:neuromorpho__Fig1_1.swc,123,neuromorpho__Fig1_1.swc,interneuron,7195,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.6419,True,1,0.0,,,0.0,0.962,0.0,0.038,6920,274,0,0.73,neuromorpho
seed123:neuromorpho__Fig2a_cell1_1112071rm.swc,123,neuromorpho__Fig2a_cell1_1112071rm.swc,interneuron,8103,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9966,True,1,0.0,,,0.0,0.896,0.0,0.104,7263,839,0,1.16,neuromorpho
seed123:neuromorpho__Fig2c_cell1_1402022rm.swc,123,neuromorpho__Fig2c_cell1_1402022rm.swc,interneuron,21049,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9919,True,1,0.0,,,0.0,0.947,0.0,0.053,19935,1113,0,1.65,neuromorpho
seed123:neuromorpho__Fig2f_Rat_131.swc,123,neuromorpho__Fig2f_Rat_131.swc,interneuron,3396,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.6843,True,1,0.0,,,0.0,0.73,0.0,0.27,2478,917,0,0.47,neuromorpho
seed123:neuromorpho__Fig4_1.swc,123,neuromorpho__Fig4_1.swc,interneuron,9154,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9843,True,1,0.0,,,0.0,0.83,0.0,0.17,7597,1556,0,0.9,neuromorpho
seed123:neuromorpho__Fig5a_4cell.swc,123,neuromorpho__Fig5a_4cell.swc,pyramidal,1857,v12_gentle_seed123,0.5,0.4152,,1.0,0.0,pyramidal,0.9778,True,1,0.0,14.9,14.9,314.99,0.0,0.585,0.415,1086,770,0,0.91,neuromorpho
seed123:neuromorpho__Fig5a_7cell.swc,123,neuromorpho__Fig5a_7cell.swc,pyramidal,3457,v12_gentle_seed123,1.0,1.0,,1.0,1.0,pyramidal,0.9851,True,1,0.0,15.33,15.33,304.3,0.0,0.508,0.492,0,1700,1756,0.99,neuromorpho
seed123:neuromorpho__Fig5c_141009_2og_B.swc,123,neuromorpho__Fig5c_141009_2og_B.swc,pyramidal,7226,v12_gentle_seed123,1.0,1.0,1.0,1.0,1.0,pyramidal,0.9099,True,1,0.0,16.66,16.66,60.99,0.558,0.198,0.245,4030,1767,1428,1.56,neuromorpho
seed123:neuromorpho__Fig6b_1610052mg_A.swc,123,neuromorpho__Fig6b_1610052mg_A.swc,interneuron,4669,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9924,True,1,0.0,,,0.0,0.766,0.0,0.234,3577,1091,0,0.82,neuromorpho
seed123:neuromorpho__Fig6b_1610052mg_B.swc,123,neuromorpho__Fig6b_1610052mg_B.swc,pyramidal,6474,v12_gentle_seed123,1.0,1.0,,1.0,1.0,pyramidal,0.9582,True,1,0.0,14.03,14.03,259.88,0.0,0.558,0.441,0,2858,3615,1.43,neuromorpho
seed123:neuromorpho__Fresh-2-1-more.swc,123,neuromorpho__Fresh-2-1-more.swc,pyramidal,1883,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9943,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1882,0,0.58,neuromorpho
seed123:neuromorpho__Fresh-2-1.swc,123,neuromorpho__Fresh-2-1.swc,pyramidal,5979,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9938,True,1,0.0,,,0.0,0.0,0.0,1.0,0,5978,0,0.94,neuromorpho
seed123:neuromorpho__Fresh-2-2.swc,123,neuromorpho__Fresh-2-2.swc,pyramidal,3304,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9914,True,1,0.0,,,0.0,0.0,0.0,1.0,0,3303,0,0.7,neuromorpho
seed123:neuromorpho__Fresh-2-3.swc,123,neuromorpho__Fresh-2-3.swc,pyramidal,5404,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9953,True,1,0.0,,,0.0,0.0,0.0,1.0,0,5403,0,0.97,neuromorpho
seed123:neuromorpho__Fresh-3-1.swc,123,neuromorpho__Fresh-3-1.swc,pyramidal,5612,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9949,True,1,0.0,,,0.0,0.0,0.0,1.0,0,5611,0,0.9,neuromorpho
seed123:neuromorpho__Fresh-4-1.swc,123,neuromorpho__Fresh-4-1.swc,pyramidal,3510,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9887,True,1,0.0,,,0.0,0.0,0.0,1.0,0,3509,0,0.67,neuromorpho
seed123:neuromorpho__Fresh-5-1.swc,123,neuromorpho__Fresh-5-1.swc,pyramidal,7307,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.992,True,1,0.0,,,0.0,0.0,0.0,1.0,0,7306,0,1.12,neuromorpho
seed123:neuromorpho__Fresh-6-1.swc,123,neuromorpho__Fresh-6-1.swc,pyramidal,3977,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9941,True,1,0.0,,,0.0,0.0,0.0,1.0,0,3976,0,0.77,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2-13.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2-13.swc,pyramidal,740,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9941,True,1,0.0,,,0.0,0.0,0.0,0.999,0,739,0,0.54,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2-9.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2-9.swc,pyramidal,2829,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9932,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2828,0,0.73,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2001-4.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2001-4.swc,pyramidal,779,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9885,True,1,0.0,,,0.0,0.0,0.0,0.999,0,778,0,0.56,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2001-8.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2001-8.swc,pyramidal,1537,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9962,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1536,0,0.68,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2001-9.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2001-9.swc,pyramidal,752,v12_gentle_seed123,0.695,0.5332,,0.695,,pyramidal,0.9949,True,1,0.0,,,0.0,0.0,0.0,0.999,351,400,0,0.55,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2002-16.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2002-16.swc,pyramidal,2252,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9936,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2251,0,0.8,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2002-2.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2002-2.swc,pyramidal,2454,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9937,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2453,0,0.74,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2003-10.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2003-10.swc,pyramidal,676,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9924,True,1,0.0,,,0.0,0.0,0.0,0.999,0,675,0,0.49,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2003-11.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2003-11.swc,pyramidal,1154,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9959,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1153,0,0.69,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2003-13.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2003-13.swc,pyramidal,1415,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9932,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1414,0,0.57,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2003-17.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2003-17.swc,pyramidal,489,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9888,True,1,0.0,,,0.0,0.0,0.0,0.998,0,488,0,0.57,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2003-18.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2003-18.swc,pyramidal,3176,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9844,True,1,0.0,,,0.0,0.0,0.0,1.0,0,3175,0,1.02,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2003-3.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2003-3.swc,pyramidal,1489,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9829,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1488,0,0.58,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2003-5.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2003-5.swc,pyramidal,1906,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.994,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1905,0,0.66,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2004-10.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2004-10.swc,pyramidal,2358,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9871,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2357,0,0.73,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2004-12.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2004-12.swc,pyramidal,995,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9945,True,1,0.0,,,0.0,0.0,0.0,0.999,0,994,0,0.56,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2004-6.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2004-6.swc,pyramidal,777,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.992,True,1,0.0,,,0.0,0.0,0.0,0.999,0,776,0,0.5,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2004-9.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2004-9.swc,pyramidal,1688,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.994,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1687,0,0.67,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2005-4.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2005-4.swc,pyramidal,875,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9941,True,1,0.0,,,0.0,0.0,0.0,0.999,0,874,0,0.52,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2009-4.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2009-4.swc,pyramidal,1675,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9936,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1674,0,0.83,neuromorpho
seed123:neuromorpho__Fresh-D4-Phall-Tau-Map2009-5.swc,123,neuromorpho__Fresh-D4-Phall-Tau-Map2009-5.swc,pyramidal,925,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9942,True,1,0.0,,,0.0,0.0,0.0,0.999,0,924,0,0.51,neuromorpho
seed123:neuromorpho__Fresh-D4-Sholl-Exp-3002-7.swc,123,neuromorpho__Fresh-D4-Sholl-Exp-3002-7.swc,pyramidal,503,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9928,True,1,0.0,,,0.0,0.0,0.0,0.998,0,502,0,0.47,neuromorpho
seed123:neuromorpho__Fresh-D4-Sholl-Exp-3003-9.swc,123,neuromorpho__Fresh-D4-Sholl-Exp-3003-9.swc,pyramidal,1203,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9946,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1202,0,0.54,neuromorpho
seed123:neuromorpho__Fresh-D4-Sholl-Exp-3004-1.swc,123,neuromorpho__Fresh-D4-Sholl-Exp-3004-1.swc,pyramidal,1090,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9958,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1089,0,0.51,neuromorpho
seed123:neuromorpho__Fresh-D4-Sholl-Exp-3004-6.swc,123,neuromorpho__Fresh-D4-Sholl-Exp-3004-6.swc,pyramidal,494,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9938,True,1,0.0,,,0.0,0.0,0.0,0.998,0,493,0,0.5,neuromorpho
seed123:neuromorpho__Fresh-D4-Sholl-Exp-3005-4.swc,123,neuromorpho__Fresh-D4-Sholl-Exp-3005-4.swc,pyramidal,1972,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9939,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1971,0,0.56,neuromorpho
seed123:neuromorpho__Fresh-D4-Sholl-Exp-3007-3.swc,123,neuromorpho__Fresh-D4-Sholl-Exp-3007-3.swc,pyramidal,932,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9941,True,1,0.0,,,0.0,0.0,0.0,0.999,0,931,0,0.54,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2001-2.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2001-2.swc,pyramidal,1550,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9947,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1549,0,0.54,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2001-8.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2001-8.swc,pyramidal,1725,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9953,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1724,0,0.58,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2006_crop-2.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2006_crop-2.swc,pyramidal,1662,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.99,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1661,0,0.56,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2006_crop-4.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2006_crop-4.swc,pyramidal,1858,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9948,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1857,0,0.61,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2007_crop-2.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2007_crop-2.swc,pyramidal,3406,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9944,True,1,0.0,,,0.0,0.0,0.0,1.0,0,3405,0,0.74,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2007_crop-4.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2007_crop-4.swc,pyramidal,1938,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.992,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1937,0,0.57,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2010_crop-2.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2010_crop-2.swc,pyramidal,1606,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9958,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1605,0,0.63,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2010_crop-3.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2010_crop-3.swc,pyramidal,2468,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9943,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2467,0,0.73,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2010_crop.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2010_crop.swc,pyramidal,564,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9919,True,1,0.0,,,0.0,0.0,0.0,0.998,0,563,0,0.47,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2011_crop-2.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2011_crop-2.swc,pyramidal,1142,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9862,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1141,0,0.5,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2012_crop-1.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2012_crop-1.swc,pyramidal,2369,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9872,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2368,0,0.62,neuromorpho
seed123:neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2012_crop-3.swc,123,neuromorpho__Fresh-D7-Sholl-Tau-RFP-MAP2012_crop-3.swc,pyramidal,3413,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9952,True,1,0.0,,,0.0,0.0,0.0,1.0,0,3412,0,0.78,neuromorpho
