file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source
hpf_ca1__210709_006_edited.swc,pyramidal,26402,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9971,True,1,4761.08,4854.57,93.49,582.30,0.879,0.076,0.044,23218,1165,2018,2.20,hpf_ca1
neuromorpho__Neuron-7-E-and-I-synapses.swc,pyramidal,35727,branch3,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9634,True,1,1.49,-19.66,-21.14,62.88,0.000,0.502,0.498,0,17794,17932,2.05,neuromorpho
neuromorpho__AA0396.swc,pyramidal,33005,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9977,True,1,0.00,,,0.00,0.993,0.000,0.007,32774,230,0,2.19,neuromorpho
hpf_ca1__202259_054_edited.swc,pyramidal,26126,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9985,True,1,8819.57,8622.62,-196.95,454.51,0.945,0.034,0.022,24681,567,877,1.74,hpf_ca1
hpf_ca1__202237_023_edited.swc,pyramidal,26024,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,8718.46,8552.27,-166.19,443.09,0.917,0.040,0.042,23876,1096,1051,1.99,hpf_ca1
hpf_ca1__202680_007_edited.swc,pyramidal,25963,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,3065.16,3110.88,45.72,359.24,0.836,0.119,0.045,21704,1181,3077,2.20,hpf_ca1
neuromorpho__M_F_5.swc,interneuron,36477,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9969,True,1,-0.38,,,0.00,0.787,0.000,0.213,28709,7767,0,2.31,neuromorpho
hpf_ca1__210111_099_edited.swc,pyramidal,25842,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9962,True,1,8490.99,8404.92,-86.07,321.16,0.838,0.111,0.051,21664,1315,2862,2.29,hpf_ca1
hpf_ca1__210107_014_edited.swc,pyramidal,25819,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,7865.88,7811.73,-54.15,291.64,0.874,0.070,0.056,22556,1445,1817,2.46,hpf_ca1
hpf_ca1__202242_006_edited.swc,pyramidal,25594,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9061,True,1,8021.50,,,0.00,0.942,0.000,0.058,24117,1476,0,3.65,hpf_ca1
hpf_ca1__202501_028_edited.swc,pyramidal,25508,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9899,True,1,9893.08,,,0.00,0.869,0.000,0.131,22155,3352,0,6.73,hpf_ca1
hpf_ca1__202498_011_edited.swc,pyramidal,25392,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,9796.04,9486.91,-309.13,534.04,0.918,0.050,0.033,23303,828,1260,1.98,hpf_ca1
hpf_ca1__210014_050_edited.swc,pyramidal,25357,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9974,True,1,2038.61,2227.94,189.33,401.10,0.888,0.073,0.039,22518,977,1861,1.97,hpf_ca1
neuromorpho__I_2_26.swc,interneuron,36141,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9971,True,1,-2.24,,,0.00,0.776,0.000,0.224,28034,8106,0,1.83,neuromorpho
hpf_ca1__202252_004_edited.swc,pyramidal,25228,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,3122.40,3191.82,69.42,315.33,0.886,0.069,0.045,22350,1144,1733,2.28,hpf_ca1
allen__H16.06.007.01.05.02_531517778.swc,pyramidal,30868,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9895,True,1,32.69,54.57,21.88,171.35,0.591,0.207,0.201,18245,6219,6403,2.52,allen
neuromorpho__I_1_32.swc,interneuron,36080,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9979,True,1,2.44,,,0.00,0.914,0.000,0.086,32966,3113,0,2.99,neuromorpho
hpf_ca1__202219_007_edited.swc,pyramidal,25135,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9922,True,1,8798.94,,,0.00,0.963,0.000,0.037,24193,941,0,2.79,hpf_ca1
hpf_ca1__202829_109_edited.swc,pyramidal,24941,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9957,True,1,3268.46,,,0.00,0.916,0.000,0.084,22853,2087,0,2.54,hpf_ca1
neuromorpho__j161128s1c7-rotated.swc,interneuron,35399,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9952,True,1,0.00,,,0.00,0.983,0.000,0.017,34787,611,0,1.94,neuromorpho
hpf_ca1__202426_108_edited.swc,pyramidal,24856,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,9416.02,9231.26,-184.76,458.02,0.887,0.082,0.031,22043,775,2037,1.88,hpf_ca1
neuromorpho__536_7_C8.swc,interneuron,34640,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9791,True,1,0.00,,,0.00,0.846,0.000,0.154,29300,5339,0,1.73,neuromorpho
hpf_ca1__202248_024_edited.swc,pyramidal,24732,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9984,True,1,7598.10,7655.69,57.59,468.71,0.856,0.088,0.056,21178,1377,2176,2.04,hpf_ca1
hpf_ca1__202249_008_edited.swc,pyramidal,24715,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9981,True,1,8985.50,8865.75,-119.75,397.14,0.886,0.073,0.041,21894,1016,1804,1.95,hpf_ca1
hpf_ca1__210109_012_edited.swc,pyramidal,24637,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,3957.66,4000.33,42.67,325.87,0.886,0.070,0.044,21819,1094,1723,2.00,hpf_ca1
neuromorpho__190131_C7.swc,interneuron,35096,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9973,True,1,0.00,,,0.00,0.773,0.000,0.227,27113,7982,0,3.72,neuromorpho
hpf_ca1__210014_071_edited.swc,pyramidal,24561,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9970,True,1,1860.23,2053.15,192.92,530.87,0.877,0.081,0.042,21539,1035,1986,1.71,hpf_ca1
hpf_ca1__202252_007_edited.swc,pyramidal,24544,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9981,True,1,3127.98,3133.57,5.59,392.41,0.855,0.113,0.032,20986,791,2766,2.03,hpf_ca1
hpf_ca1__202403_090_edited.swc,pyramidal,24244,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9984,True,1,9673.62,9492.71,-180.91,525.34,0.871,0.082,0.047,21124,1139,1980,2.30,hpf_ca1
hpf_ca1__210705_009_edited.swc,pyramidal,24038,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,3780.02,3751.14,-28.88,429.57,0.850,0.102,0.048,20435,1147,2455,2.05,hpf_ca1
hpf_ca1__202230_010_edited.swc,pyramidal,23971,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,8035.96,7951.77,-84.19,433.54,0.862,0.074,0.064,20655,1536,1779,2.05,hpf_ca1
allen__H17.06.005.12.15.01_571427524.swc,interneuron,29538,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9638,True,1,30.24,,,0.00,0.930,0.000,0.070,27457,2080,0,1.54,allen
hpf_ca1__202427_057_edited.swc,pyramidal,23695,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9982,True,1,9224.36,9110.43,-113.93,360.83,0.872,0.089,0.039,20659,917,2118,2.09,hpf_ca1
hpf_ca1__202271_143_edited.swc,pyramidal,23552,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,9621.30,9400.14,-221.16,551.01,0.868,0.085,0.048,20434,1124,1993,2.24,hpf_ca1
hpf_ca1__202679_026_edited.swc,pyramidal,23480,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9980,True,1,3395.71,3445.22,49.51,315.59,0.871,0.086,0.043,20445,1007,2027,2.01,hpf_ca1
hpf_ca1__202409_003_edited.swc,pyramidal,23409,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9944,True,1,7345.94,,,0.00,0.961,0.000,0.039,22502,906,0,2.47,hpf_ca1
hpf_ca1__210111_161_edited.swc,pyramidal,23406,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9971,True,1,2840.15,,,0.00,0.918,0.000,0.082,21480,1925,0,2.70,hpf_ca1
hpf_ca1__202666_028_edited.swc,pyramidal,23324,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,7439.05,7456.80,17.75,296.56,0.841,0.093,0.066,19605,1548,2170,2.18,hpf_ca1
neuromorpho__458_4_C2.swc,interneuron,32287,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9927,True,1,0.00,,,0.00,0.759,0.000,0.241,24490,7796,0,2.20,neuromorpho
neuromorpho__13_08_13_-2_Cell_-2.swc,pyramidal,31729,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9586,True,1,0.00,-54.83,-54.83,251.65,0.294,0.390,0.316,9329,10027,12372,2.10,neuromorpho
hpf_ca1__202418_015_edited.swc,pyramidal,22865,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,8626.98,8552.78,-74.20,334.74,0.888,0.082,0.030,20314,677,1873,1.83,hpf_ca1
hpf_ca1__210014_035_edited.swc,pyramidal,22812,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9981,True,1,2488.30,2603.37,115.07,354.57,0.881,0.071,0.048,20099,1084,1628,1.84,hpf_ca1
hpf_ca1__202499_017_edited.swc,pyramidal,22802,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,9756.21,9430.24,-325.97,529.14,0.907,0.056,0.036,20690,826,1285,1.85,hpf_ca1
hpf_ca1__210703_025_edited.swc,pyramidal,22735,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9972,True,1,4443.96,,,0.00,0.943,0.000,0.057,21434,1300,0,1.46,hpf_ca1
neuromorpho__H17-06-003-11-03-03_694168884_m.swc,interneuron,30285,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.8610,True,1,0.00,,,0.00,0.795,0.000,0.205,24064,6220,0,1.38,neuromorpho
neuromorpho__C02-4-14F14-04-14CS3.swc,interneuron,32789,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9974,True,1,-0.00,,,0.00,0.862,0.000,0.138,28254,4534,0,1.76,neuromorpho
neuromorpho__TT-3-20-14-1R.swc,interneuron,30744,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9973,True,1,0.00,,,0.00,0.945,0.000,0.054,29068,1675,0,2.79,neuromorpho
neuromorpho__P_F_6.swc,interneuron,31739,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9956,True,1,3.71,,,0.00,0.827,0.000,0.173,26236,5502,0,1.82,neuromorpho
hpf_ca1__210107_052_edited.swc,pyramidal,22328,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,3127.89,3209.01,81.12,225.53,0.898,0.056,0.046,20047,1029,1251,1.76,hpf_ca1
hpf_ca1__210111_095_edited.swc,pyramidal,22300,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,8509.06,8412.40,-96.66,404.08,0.856,0.082,0.062,19097,1377,1825,1.91,hpf_ca1
hpf_ca1__202217_012_edited.swc,pyramidal,22283,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9956,True,1,8768.03,,,0.00,0.933,0.000,0.067,20788,1494,0,6.00,hpf_ca1
hpf_ca1__202246_031_edited.swc,pyramidal,22284,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,8661.01,8568.87,-92.14,352.51,0.874,0.085,0.041,19485,915,1883,1.98,hpf_ca1
neuromorpho__2017-18-10-slice-1-cell-2-rotated.swc,interneuron,31085,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9971,True,1,0.00,,,0.00,0.856,0.000,0.144,26608,4476,0,1.25,neuromorpho
hpf_ca1__210711_018_edited.swc,pyramidal,22248,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,7884.28,7829.10,-55.18,343.45,0.855,0.098,0.047,19017,1046,2184,1.89,hpf_ca1
hpf_ca1__202232_020_edited.swc,pyramidal,22249,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9984,True,1,9442.52,9209.58,-232.94,478.62,0.874,0.080,0.047,19436,1042,1770,1.67,hpf_ca1
neuromorpho__2017-04-07-slice-2-cell-6-rotated.swc,interneuron,30629,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9957,True,1,0.00,,,0.00,0.834,0.000,0.166,25547,5081,0,1.15,neuromorpho
hpf_ca1__202271_179_edited.swc,pyramidal,22142,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9948,True,1,9590.84,,,0.00,0.915,0.000,0.085,20270,1871,0,3.06,hpf_ca1
hpf_ca1__202241_005_edited.swc,pyramidal,22133,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,8319.05,8241.97,-77.08,419.35,0.872,0.090,0.039,19292,855,1985,2.00,hpf_ca1
hpf_ca1__202679_024_edited.swc,pyramidal,22117,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,3348.78,3383.42,34.64,272.55,0.875,0.075,0.050,19349,1107,1660,2.05,hpf_ca1
neuromorpho__rotated_CR-0319a_ax2.swc,interneuron,30987,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.8403,True,1,0.56,,,0.00,0.893,0.000,0.107,27656,3330,0,1.41,neuromorpho
hpf_ca1__202237_041_edited.swc,pyramidal,21926,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9846,True,1,8178.30,,,0.00,0.852,0.000,0.148,18677,3248,0,2.76,hpf_ca1
hpf_ca1__202671_003_edited.swc,pyramidal,21907,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9975,True,1,4256.88,,,0.00,0.942,0.000,0.058,20630,1276,0,2.97,hpf_ca1
hpf_ca1__202499_001_edited.swc,pyramidal,21760,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,9587.83,9359.81,-228.02,465.60,0.892,0.067,0.041,19406,898,1455,1.99,hpf_ca1
hpf_ca1__210110_034_edited.swc,pyramidal,21694,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,3377.00,3455.68,78.68,266.14,0.872,0.095,0.033,18918,721,2054,2.04,hpf_ca1
allen__H17.06.006.11.08.02_571624532.swc,pyramidal,26161,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9746,True,1,30.80,38.71,7.91,160.15,0.698,0.159,0.143,18272,3728,4160,2.08,allen
hpf_ca1__210109_013_edited.swc,pyramidal,21649,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,3949.50,3940.59,-8.91,309.86,0.880,0.061,0.059,19045,1274,1329,1.75,hpf_ca1
neuromorpho__Fig1f_140909-2mg_int.swc,interneuron,30815,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9868,True,1,0.00,,,0.00,0.871,0.000,0.129,26850,3964,0,2.24,neuromorpho
hpf_ca1__202233_014_edited.swc,pyramidal,21401,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,9666.52,9373.20,-293.32,533.08,0.885,0.068,0.048,18930,1018,1452,1.79,hpf_ca1
neuromorpho__AA0735.swc,pyramidal,27249,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9978,True,1,0.00,,,0.00,0.990,0.000,0.010,26980,268,0,2.07,neuromorpho
hpf_ca1__202248_007_edited.swc,pyramidal,21312,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9733,True,1,8169.85,,,0.00,0.908,0.000,0.092,19347,1964,0,2.54,hpf_ca1
hpf_ca1__202405_016_edited.swc,pyramidal,21298,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,9376.49,9214.69,-161.80,461.77,0.896,0.064,0.040,19074,851,1372,1.59,hpf_ca1
hpf_ca1__202400_117_edited.swc,pyramidal,21137,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,9250.71,9052.94,-197.77,450.66,0.894,0.067,0.039,18897,829,1410,1.71,hpf_ca1
neuromorpho__2017-17-03-slice-1-cell-2-rotated.swc,interneuron,29699,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9979,True,1,0.00,,,0.00,0.933,0.000,0.067,27710,1988,0,1.30,neuromorpho
hpf_ca1__202426_023_edited.swc,pyramidal,21107,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9773,True,1,2196.74,,,0.00,0.857,0.000,0.143,18083,3023,0,4.14,hpf_ca1
allen__H16.03.006.01.03.04_537313600.swc,pyramidal,25936,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9841,True,1,29.12,37.78,8.66,115.11,0.468,0.287,0.245,12138,6343,7454,2.38,allen
allen__H16.03.006.01.04.01_537204107.swc,pyramidal,25937,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9661,True,1,29.85,35.45,5.60,92.55,0.601,0.210,0.188,15601,4882,5453,2.46,allen
hpf_ca1__202682_003_edited.swc,pyramidal,20943,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9912,True,1,7956.69,7860.48,-96.21,384.35,0.860,0.083,0.056,18012,1182,1748,1.88,hpf_ca1
hpf_ca1__202664_002_edited.swc,pyramidal,20924,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,7243.42,7313.95,70.53,766.81,0.785,0.136,0.078,16435,1637,2851,2.00,hpf_ca1
hpf_ca1__202679_021_edited.swc,pyramidal,20860,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9810,True,1,8386.78,8404.91,18.12,354.25,0.864,0.112,0.024,18022,494,2343,1.92,hpf_ca1
hpf_ca1__210700_006_edited.swc,pyramidal,20808,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9964,True,1,6855.23,,,0.00,0.892,0.000,0.108,18560,2247,0,1.36,hpf_ca1
hpf_ca1__202274_087_edited.swc,pyramidal,20785,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9980,True,1,8695.30,8519.37,-175.93,376.20,0.881,0.090,0.029,18306,605,1873,1.60,hpf_ca1
hpf_ca1__202411_005_edited.swc,pyramidal,20603,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9949,True,1,3944.83,,,0.00,0.955,0.000,0.045,19676,926,0,2.51,hpf_ca1
hpf_ca1__202669_013_edited.swc,pyramidal,20572,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,4266.10,4227.90,-38.20,356.95,0.850,0.104,0.046,17488,941,2142,2.06,hpf_ca1
hpf_ca1__202243_010_edited.swc,pyramidal,20445,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9982,True,1,7860.73,7839.35,-21.38,419.22,0.792,0.153,0.055,16201,1117,3126,2.11,hpf_ca1
hpf_ca1__202829_091_edited.swc,pyramidal,20396,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,3853.32,3881.20,27.88,520.90,0.823,0.096,0.081,16792,1648,1955,1.90,hpf_ca1
hpf_ca1__202230_009_edited.swc,pyramidal,20282,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9570,True,1,8280.07,,,0.00,0.956,0.000,0.044,19398,883,0,2.41,hpf_ca1
hpf_ca1__202680_031_edited.swc,pyramidal,20275,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9970,True,1,8188.34,,,0.00,0.885,0.000,0.115,17935,2339,0,1.45,hpf_ca1
hpf_ca1__202274_082_edited.swc,pyramidal,20246,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9961,True,1,8845.76,,,0.00,0.898,0.000,0.102,18181,2064,0,1.61,hpf_ca1
neuromorpho__I_1_52.swc,interneuron,29130,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9983,True,1,0.33,,,0.00,0.807,0.000,0.193,23505,5624,0,1.50,neuromorpho
hpf_ca1__202829_094_edited.swc,pyramidal,20062,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,3565.03,3605.42,40.39,253.57,0.851,0.086,0.063,17072,1263,1726,1.77,hpf_ca1
neuromorpho__I_1_39.swc,interneuron,29675,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9972,True,1,-0.61,,,0.00,0.814,0.000,0.186,24144,5530,0,1.86,neuromorpho
hpf_ca1__202237_148_edited.swc,pyramidal,20025,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9961,True,1,8429.18,,,0.00,0.901,0.000,0.099,18039,1985,0,1.60,hpf_ca1
neuromorpho__2017-02-08-slice-3-cell-2-rotated.swc,interneuron,27194,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9976,True,1,0.00,,,0.00,0.970,0.000,0.030,26380,813,0,1.01,neuromorpho
hpf_ca1__202410_007_edited.swc,pyramidal,20007,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9980,True,1,4749.98,4680.10,-69.88,419.63,0.837,0.112,0.051,16742,1028,2236,2.06,hpf_ca1
neuromorpho__2016-19-10-slice-1-cell-2-rotated.swc,interneuron,28055,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9987,True,1,0.00,,,0.00,0.970,0.000,0.030,27220,834,0,1.49,neuromorpho
hpf_ca1__202249_047_edited.swc,pyramidal,19943,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9978,True,1,8628.74,,,0.00,0.925,0.000,0.075,18443,1499,0,1.80,hpf_ca1
hpf_ca1__202668_018_edited.swc,pyramidal,19906,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9949,True,1,4625.32,,,0.00,0.854,0.000,0.146,17000,2905,0,3.92,hpf_ca1
neuromorpho__458_5_C2.swc,interneuron,27827,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9972,True,1,0.00,,,0.00,0.729,0.000,0.271,20278,7548,0,2.18,neuromorpho
neuromorpho__I_1_6.swc,interneuron,29182,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9974,True,1,0.24,,,0.00,0.613,0.000,0.387,17892,11289,0,2.06,neuromorpho
hpf_ca1__210009_021_edited.swc,pyramidal,19813,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,2366.40,2542.71,176.31,426.38,0.839,0.112,0.049,16621,968,2223,1.93,hpf_ca1
hpf_ca1__202238_016_edited.swc,pyramidal,19790,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,8737.18,8614.78,-122.40,355.07,0.882,0.076,0.041,17459,820,1510,1.57,hpf_ca1
hpf_ca1__210670_031_edited.swc,pyramidal,19739,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9965,True,1,2627.18,,,0.00,0.921,0.000,0.079,18188,1550,0,2.39,hpf_ca1
hpf_ca1__202241_016_edited.swc,pyramidal,19712,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,8102.64,8052.19,-50.45,301.93,0.807,0.092,0.100,15916,1975,1820,1.89,hpf_ca1
neuromorpho__Diego-02-27-13-BR.swc,interneuron,27082,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9971,True,1,0.00,,,0.00,0.847,0.000,0.153,22936,4145,0,1.66,neuromorpho
hpf_ca1__202240_009_edited.swc,pyramidal,19540,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9931,True,1,7960.95,7893.88,-67.07,199.96,0.924,0.050,0.026,18053,507,979,1.72,hpf_ca1
hpf_ca1__202679_006_edited.swc,pyramidal,19456,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,8436.19,8355.89,-80.30,441.25,0.827,0.115,0.058,16093,1129,2233,1.89,hpf_ca1
hpf_ca1__210110_013_edited.swc,pyramidal,19400,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,3663.72,3723.15,59.43,354.28,0.837,0.108,0.055,16244,1069,2086,1.67,hpf_ca1
hpf_ca1__210107_018_edited.swc,pyramidal,19372,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,8376.78,8300.46,-76.32,453.18,0.818,0.121,0.061,15842,1178,2351,1.82,hpf_ca1
neuromorpho__20120320sc4.swc,interneuron,26082,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9954,True,1,0.00,,,0.00,0.955,0.000,0.045,24904,1177,0,2.66,neuromorpho
hpf_ca1__202567_011_edited.swc,pyramidal,19332,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9903,True,1,3168.28,,,0.00,0.643,0.000,0.357,12436,6895,0,2.30,hpf_ca1
neuromorpho__M_F_1.swc,interneuron,26847,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9968,True,1,-4.79,,,0.00,0.884,0.000,0.116,23738,3108,0,1.78,neuromorpho
hpf_ca1__210669_016_edited.swc,pyramidal,19240,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9971,True,1,3314.80,3524.06,209.26,650.22,0.811,0.115,0.074,15601,1420,2218,1.90,hpf_ca1
neuromorpho__2017-12-02-slice-3-cell-3-rotated.swc,interneuron,26518,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9865,True,1,0.00,,,0.00,0.864,0.000,0.135,22924,3593,0,1.08,neuromorpho
hpf_ca1__202054_008_edited.swc,pyramidal,19059,branch3,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9980,True,1,7979.84,,,0.00,0.902,0.000,0.098,17191,1867,0,3.09,hpf_ca1
neuromorpho__PFC-20170522B_Analysis.swc,interneuron,26051,branch3,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9947,True,1,0.00,,,0.00,0.782,0.000,0.218,20370,5680,0,0.97,neuromorpho
hpf_ca1__210111_108_edited.swc,pyramidal,18864,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,8166.68,8120.15,-46.53,260.11,0.821,0.098,0.081,15487,1525,1851,1.83,hpf_ca1
hpf_ca1__202232_004_edited.swc,pyramidal,18766,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9981,True,1,9667.06,9425.65,-241.41,574.69,0.846,0.119,0.035,15868,665,2232,1.60,hpf_ca1
hpf_ca1__202244_004_edited.swc,pyramidal,18757,branch3,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9982,True,1,8230.41,8154.13,-76.28,366.84,0.814,0.092,0.094,15262,1771,1723,1.62,hpf_ca1
