file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source
neuromorpho__2016-08-11-slice-3-cell-7-rotated.swc,interneuron,19344,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9936,True,1,0.00,,,0.00,0.850,0.000,0.150,16433,2910,0,0.94,neuromorpho
neuromorpho__2016-13-08-slice-2-cell-2-rotated.swc,interneuron,15186,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9950,True,1,0.00,,,0.00,0.840,0.000,0.160,12750,2435,0,0.96,neuromorpho
neuromorpho__2016-20-10-slice-4-cell-2-rotated.swc,interneuron,23171,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9967,True,1,0.00,,,0.00,0.982,0.000,0.018,22751,419,0,1.23,neuromorpho
neuromorpho__2016-30-09-slice-4-cell-8-rotated.swc,interneuron,4380,v12_gentle_seed123,0.3517,0.5427,0.0000,0.7035,,interneuron,0.9828,True,1,0.00,,,0.00,0.457,0.000,0.542,0,4379,0,0.33,neuromorpho
neuromorpho__2017-01-09-slice-2-cell-2-rotated.swc,interneuron,6461,v12_gentle_seed123,0.6358,0.6468,0.6989,0.5727,,interneuron,0.9937,True,1,0.00,,,0.00,0.410,0.000,0.590,4931,1529,0,0.47,neuromorpho
neuromorpho__2017-02-08-slice-3-cell-7-rotated.swc,interneuron,12991,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9860,True,1,0.00,,,0.00,0.970,0.000,0.030,12602,388,0,0.72,neuromorpho
neuromorpho__2017-04-07-slice-2-cell-6-rotated.swc,interneuron,30629,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9948,True,1,0.00,,,0.00,0.834,0.000,0.166,25547,5081,0,1.16,neuromorpho
neuromorpho__2017-06-03-slice-5-cell-7-rotated.swc,interneuron,16867,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9785,True,1,0.00,,,0.00,0.938,0.000,0.062,15814,1052,0,0.88,neuromorpho
neuromorpho__2017-06-08-slice-3-cell-7-rotated.swc,interneuron,12953,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9809,True,1,0.00,,,0.00,0.470,0.000,0.530,6090,6862,0,0.60,neuromorpho
neuromorpho__2017-07-09-slice-3-cell-2-rotated.swc,interneuron,6818,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9952,True,1,0.00,,,0.00,0.977,0.000,0.023,6659,158,0,0.70,neuromorpho
neuromorpho__2017-12-09-slice-1-cell-7-rotated.swc,interneuron,17064,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9869,True,1,0.00,,,0.00,0.810,0.000,0.190,13823,3240,0,0.81,neuromorpho
neuromorpho__2017-15-02-slice-3-cell-2-rotated.swc,interneuron,21013,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9957,True,1,0.00,,,0.00,0.943,0.000,0.057,19811,1201,0,0.95,neuromorpho
neuromorpho__2017-15-12-slice-3-cell-3-rotated.swc,interneuron,8456,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9964,True,1,0.00,,,0.00,0.936,0.000,0.063,7919,536,0,0.64,neuromorpho
neuromorpho__2017-16-10-slice-3-cell-2-rotated.swc,interneuron,16910,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9972,True,1,0.00,,,0.00,0.969,0.000,0.031,16389,520,0,1.04,neuromorpho
neuromorpho__2017-17-04-slice-1-cell-7-rotated.swc,interneuron,42764,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9409,True,1,0.00,,,0.00,0.898,0.000,0.102,38409,4354,0,1.50,neuromorpho
neuromorpho__2017-17-07-slice-3-cell-2-rotated.swc,interneuron,24163,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9912,True,1,0.00,,,0.00,0.966,0.000,0.034,23351,811,0,0.95,neuromorpho
neuromorpho__2017-18-07-slice-1-cell-7-rotated.swc,interneuron,30525,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9956,True,1,0.00,,,0.00,0.867,0.000,0.133,26453,4071,0,1.29,neuromorpho
neuromorpho__2017-18-10-slice-1-cell-6-rotated.swc,interneuron,38823,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9936,True,1,0.00,,,0.00,0.906,0.000,0.094,35155,3667,0,1.37,neuromorpho
neuromorpho__2017-19-09-slice-3-cell-2-rotated.swc,interneuron,39657,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9916,True,1,0.00,,,0.00,0.870,0.000,0.130,34500,5156,0,1.52,neuromorpho
neuromorpho__2017-28-04-slice-2-cell-2-rotated.swc,interneuron,69179,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9950,True,1,0.00,,,0.00,0.984,0.000,0.016,68042,1136,0,2.91,neuromorpho
neuromorpho__20171005C01.swc,pyramidal,3089,v12_gentle_seed123,0.4278,0.7478,,0.8557,0.0000,interneuron,0.6292,False,1,0.00,-17.77,-17.77,65.40,0.000,0.252,0.747,0,3088,0,0.35,neuromorpho
neuromorpho__20171124B01.swc,pyramidal,5945,v12_gentle_seed123,0.8994,0.9800,,0.8027,0.9961,pyramidal,0.8923,True,1,0.00,7.76,7.76,129.13,0.000,0.947,0.053,75,286,5583,1.09,neuromorpho
neuromorpho__20180109C01.swc,pyramidal,2754,v12_gentle_seed123,0.3244,0.4804,,0.6488,0.0000,interneuron,0.8754,False,1,0.00,-16.41,-16.41,94.17,0.000,0.520,0.480,0,2753,0,0.26,neuromorpho
neuromorpho__20180327_sample_1.swc,interneuron,4567,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9967,True,1,0.00,,,0.00,0.975,0.000,0.025,4451,115,0,0.66,neuromorpho
neuromorpho__20180411_sample_4.swc,interneuron,8950,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9972,True,1,0.00,,,0.00,0.881,0.000,0.119,7882,1067,0,1.18,neuromorpho
neuromorpho__20180417D01.swc,pyramidal,3712,v12_gentle_seed123,0.2667,0.3640,,0.5335,0.0000,interneuron,0.4980,False,1,0.00,33.31,33.31,110.28,0.000,0.636,0.364,0,3711,0,0.40,neuromorpho
neuromorpho__20180425_sample_8.swc,interneuron,4047,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.7810,True,1,0.00,,,0.00,0.000,0.000,1.000,0,4046,0,0.36,neuromorpho
neuromorpho__20180607-60L5-1-2-300-00-291-21-46.swc,interneuron,539,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.9898,True,1,0.00,,,0.00,0.000,0.000,0.998,0,538,0,0.20,neuromorpho
neuromorpho__20180607-L1R2-1-1-525-00-79-10-42.swc,interneuron,575,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.9768,True,1,0.00,,,0.00,0.000,0.000,0.998,0,574,0,0.19,neuromorpho
neuromorpho__20180607-L1R2-1-3-327-83-270-31-28.swc,interneuron,376,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.9802,True,1,0.00,,,0.00,0.000,0.000,0.997,0,375,0,0.22,neuromorpho
neuromorpho__20180607-L1R2-1-4-320-31-276-07-19.swc,interneuron,739,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.9095,True,1,0.00,,,0.00,0.000,0.000,0.999,0,738,0,0.25,neuromorpho
neuromorpho__20180607-L1R2-2-2-472-55-109-47-40.swc,interneuron,565,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.9693,True,1,0.00,,,0.00,0.000,0.000,0.998,0,564,0,0.20,neuromorpho
neuromorpho__20180607-L1R2-7-1-341-33-142-00-12.swc,interneuron,503,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.9168,True,1,0.00,,,0.00,0.000,0.000,0.998,0,502,0,0.23,neuromorpho
neuromorpho__20180705_sample_1.swc,interneuron,4422,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9942,True,1,0.00,,,0.00,0.988,0.000,0.012,4367,54,0,0.67,neuromorpho
neuromorpho__20180717_sample_3.swc,interneuron,5524,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9955,True,1,0.00,,,0.00,0.878,0.000,0.122,4849,674,0,0.69,neuromorpho
neuromorpho__20180725_sample_9.swc,interneuron,3349,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9465,True,1,0.00,,,0.00,0.788,0.000,0.212,2638,710,0,0.39,neuromorpho
neuromorpho__20180820_sample_4.swc,interneuron,3189,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9945,True,1,0.00,,,0.00,0.923,0.000,0.077,2943,245,0,0.74,neuromorpho
neuromorpho__20180822_sample_6.swc,interneuron,4044,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9968,True,1,0.00,,,0.00,0.994,0.000,0.006,4020,23,0,0.86,neuromorpho
neuromorpho__20180829_sample_2.swc,interneuron,3342,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9939,True,1,0.00,,,0.00,0.711,0.000,0.289,2376,965,0,0.59,neuromorpho
neuromorpho__20180911_sample_3.swc,interneuron,2460,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9862,True,1,0.00,,,0.00,0.789,0.000,0.211,1940,519,0,0.40,neuromorpho
neuromorpho__20181004_sample_8.swc,interneuron,2523,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9932,True,1,0.00,,,0.00,0.946,0.000,0.054,2386,136,0,0.44,neuromorpho
neuromorpho__20181112_sample_8.swc,interneuron,1750,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9844,True,1,0.00,,,0.00,0.715,0.000,0.284,1252,497,0,0.55,neuromorpho
neuromorpho__20181127_sample_7.swc,interneuron,5526,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9887,True,1,0.00,,,0.00,0.692,0.000,0.308,3823,1702,0,0.71,neuromorpho
neuromorpho__20190110_sample_4.swc,interneuron,8414,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9973,True,1,0.00,,,0.00,0.983,0.000,0.017,8267,146,0,1.12,neuromorpho
neuromorpho__20190122_sample_5.swc,interneuron,4379,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9947,True,1,0.00,,,0.00,0.943,0.000,0.057,4129,249,0,0.67,neuromorpho
neuromorpho__20190128_sample_4.swc,interneuron,5088,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9962,True,1,0.00,,,0.00,0.985,0.000,0.015,5013,74,0,0.59,neuromorpho
neuromorpho__20190130_sample_10.swc,interneuron,7003,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9891,True,1,0.00,,,0.00,0.985,0.000,0.014,6901,101,0,0.72,neuromorpho
neuromorpho__20190130_sample_3.swc,interneuron,13391,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9964,True,1,0.00,,,0.00,0.927,0.000,0.073,12409,981,0,1.12,neuromorpho
neuromorpho__20190205_sample_4.swc,interneuron,2907,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9644,True,1,0.00,,,0.00,0.622,0.000,0.377,1809,1097,0,0.56,neuromorpho
neuromorpho__20190211_sample_3.swc,interneuron,8926,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9968,True,1,0.00,,,0.00,0.763,0.000,0.237,6808,2117,0,1.21,neuromorpho
neuromorpho__20190212_sample_6.swc,interneuron,8083,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9319,True,1,0.00,,,0.00,0.801,0.000,0.199,6471,1611,0,0.94,neuromorpho
neuromorpho__20190214_sample_1.swc,interneuron,4239,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9972,True,1,0.00,,,0.00,0.962,0.000,0.037,4080,158,0,0.71,neuromorpho
neuromorpho__20190214_sample_6.swc,interneuron,8671,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9971,True,1,0.00,,,0.00,0.889,0.000,0.111,7705,965,0,1.08,neuromorpho
neuromorpho__20190214_sample_9.swc,interneuron,11233,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9973,True,1,0.00,,,0.00,0.993,0.000,0.007,11158,74,0,1.36,neuromorpho
neuromorpho__20190226_sample_9.swc,interneuron,6709,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9942,True,1,0.00,,,0.00,0.920,0.000,0.080,6169,539,0,1.16,neuromorpho
neuromorpho__20190318_sample_6.swc,interneuron,6022,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9851,True,1,0.00,,,0.00,0.865,0.000,0.135,5211,810,0,0.67,neuromorpho
neuromorpho__20190408_sample_5.swc,interneuron,13265,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9970,True,1,0.00,,,0.00,0.847,0.000,0.153,11235,2029,0,1.71,neuromorpho
neuromorpho__20190408_sample_6.swc,interneuron,3688,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9954,True,1,0.00,,,0.00,0.895,0.000,0.105,3301,386,0,0.54,neuromorpho
neuromorpho__20190415_sample_1.swc,interneuron,7383,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9891,True,1,0.00,,,0.00,0.580,0.000,0.420,4281,3101,0,0.58,neuromorpho
neuromorpho__20190416_sample_8.swc,interneuron,6562,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9972,True,1,0.00,,,0.00,0.983,0.000,0.017,6451,110,0,0.75,neuromorpho
neuromorpho__20190418_sample_8.swc,interneuron,272,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.7495,True,1,0.00,,,0.00,0.000,0.000,0.996,0,271,0,0.21,neuromorpho
neuromorpho__20190423_sample_8.swc,interneuron,6713,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9965,True,1,0.00,,,0.00,0.837,0.000,0.163,5620,1092,0,0.63,neuromorpho
neuromorpho__20190424_sample_2.swc,interneuron,8680,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9958,True,1,0.00,,,0.00,0.880,0.000,0.120,7641,1038,0,0.90,neuromorpho
neuromorpho__20190424_sample_7.swc,interneuron,6686,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9965,True,1,0.00,,,0.00,0.832,0.000,0.168,5563,1122,0,0.68,neuromorpho
neuromorpho__20190429_sample_1.swc,interneuron,2851,v12_gentle_seed123,1.0000,0.3978,,0.5689,0.0000,interneuron,0.8988,True,1,0.00,-25.19,-25.19,132.43,0.000,0.602,0.397,0,2850,0,0.26,neuromorpho
neuromorpho__20190429_sample_5.swc,interneuron,8066,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9972,True,1,0.00,,,0.00,0.904,0.000,0.096,7294,771,0,1.45,neuromorpho
neuromorpho__20190506_sample_2.swc,interneuron,1594,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.9153,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1593,0,0.32,neuromorpho
neuromorpho__20190506_sample_5.swc,interneuron,638,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.4268,True,1,0.00,,,0.00,0.000,0.000,0.998,0,637,0,0.21,neuromorpho
neuromorpho__20190513_sample_5.swc,interneuron,5009,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.7074,True,1,0.00,,,0.00,0.831,0.000,0.169,4160,848,0,0.65,neuromorpho
neuromorpho__20190515_sample_12.swc,interneuron,2007,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.9869,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2006,0,0.30,neuromorpho
neuromorpho__20190516_sample_6.swc,interneuron,6596,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9920,True,1,0.00,,,0.00,0.759,0.000,0.241,5007,1588,0,0.50,neuromorpho
neuromorpho__20190528_sample_2.swc,interneuron,1808,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9890,True,1,0.00,,,0.00,0.256,0.000,0.743,463,1344,0,0.33,neuromorpho
neuromorpho__20190528_sample_7.swc,interneuron,5553,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9932,True,1,0.00,,,0.00,0.825,0.000,0.175,4580,972,0,0.72,neuromorpho
neuromorpho__20190603_sample_10.swc,interneuron,2052,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9878,True,1,0.00,,,0.00,0.446,0.000,0.554,915,1136,0,0.26,neuromorpho
neuromorpho__20190604_sample_4.swc,interneuron,6091,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9807,True,1,0.00,,,0.00,0.518,0.000,0.482,3153,2937,0,0.54,neuromorpho
neuromorpho__20190605_sample_2.swc,interneuron,3540,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9935,True,1,0.00,,,0.00,0.562,0.000,0.438,1988,1551,0,0.43,neuromorpho
neuromorpho__20190611_sample_14.swc,interneuron,2341,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9941,True,1,0.00,,,0.00,0.887,0.000,0.113,2076,264,0,0.45,neuromorpho
neuromorpho__20190611_sample_3.swc,interneuron,4118,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9968,True,1,0.00,,,0.00,0.881,0.000,0.119,3629,488,0,0.86,neuromorpho
neuromorpho__20190612_sample_2.swc,interneuron,1736,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9844,True,1,0.00,,,0.00,0.875,0.000,0.124,1519,216,0,0.49,neuromorpho
neuromorpho__20190617_sample_5.swc,interneuron,7559,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9939,True,1,0.00,,,0.00,0.819,0.000,0.181,6188,1370,0,0.69,neuromorpho
neuromorpho__20190618_sample_4.swc,interneuron,2421,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.6998,True,1,0.00,,,0.00,0.800,0.000,0.200,1936,484,0,0.38,neuromorpho
neuromorpho__20190618_sample_5.swc,interneuron,1925,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9924,True,1,0.00,,,0.00,0.849,0.000,0.150,1635,289,0,0.41,neuromorpho
neuromorpho__20190618_sample_8.swc,interneuron,9259,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9941,True,1,0.00,,,0.00,0.761,0.000,0.239,7049,2209,0,0.73,neuromorpho
neuromorpho__20190619_sample_5.swc,interneuron,6806,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9968,True,1,0.00,,,0.00,0.904,0.000,0.096,6151,654,0,0.89,neuromorpho
neuromorpho__20190620_sample_1.swc,interneuron,15833,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9956,True,1,0.00,,,0.00,0.799,0.000,0.201,12654,3178,0,1.26,neuromorpho
neuromorpho__20190626_sample_1.swc,interneuron,3579,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9933,True,1,0.00,,,0.00,0.869,0.000,0.131,3110,468,0,0.48,neuromorpho
neuromorpho__20190628_sample_6.swc,interneuron,2981,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9887,True,1,0.00,,,0.00,0.797,0.000,0.203,2375,605,0,0.59,neuromorpho
neuromorpho__20190703_sample_1.swc,interneuron,6090,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9944,True,1,0.00,,,0.00,0.874,0.000,0.125,5325,764,0,0.69,neuromorpho
neuromorpho__20190703_sample_2.swc,interneuron,2940,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9936,True,1,0.00,,,0.00,0.969,0.000,0.031,2849,90,0,0.78,neuromorpho
neuromorpho__20190715_sample_4.swc,interneuron,3375,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9901,True,1,0.00,,,0.00,0.660,0.000,0.340,2228,1146,0,0.46,neuromorpho
neuromorpho__20190725_sample_1.swc,interneuron,2204,v12_gentle_seed123,0.4933,0.9737,0.0000,0.9867,,interneuron,0.6191,True,1,0.00,,,0.00,0.026,0.000,0.973,0,2203,0,0.25,neuromorpho
neuromorpho__20190725_sample_6.swc,interneuron,3569,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9650,True,1,0.00,,,0.00,0.592,0.000,0.408,2112,1456,0,0.37,neuromorpho
neuromorpho__20190904_sample_7.swc,interneuron,3770,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9921,True,1,0.00,,,0.00,0.814,0.000,0.186,3069,700,0,0.55,neuromorpho
neuromorpho__20190906_sample_1.swc,interneuron,4604,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9960,True,1,0.00,,,0.00,0.930,0.000,0.070,4283,320,0,0.77,neuromorpho
neuromorpho__20190910_sample_1.swc,interneuron,4036,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9941,True,1,0.00,,,0.00,0.650,0.000,0.350,2623,1412,0,0.62,neuromorpho
neuromorpho__20190910_sample_6.swc,interneuron,4384,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9950,True,1,0.00,,,0.00,0.918,0.000,0.082,4023,360,0,0.61,neuromorpho
neuromorpho__20190917_sample_2.swc,interneuron,8550,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9766,True,1,0.00,,,0.00,0.910,0.000,0.090,7781,768,0,0.98,neuromorpho
neuromorpho__20190925_sample_6.swc,interneuron,4780,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9963,True,1,0.00,,,0.00,0.949,0.000,0.051,4534,245,0,0.54,neuromorpho
neuromorpho__20190926_sample_5.swc,interneuron,5373,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9963,True,1,0.00,,,0.00,0.852,0.000,0.148,4578,794,0,0.67,neuromorpho
neuromorpho__20190927_sample_3.swc,interneuron,10048,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9961,True,1,0.00,,,0.00,0.919,0.000,0.081,9230,817,0,1.49,neuromorpho
neuromorpho__20191001_sample_3.swc,interneuron,8968,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9956,True,1,0.00,,,0.00,0.908,0.000,0.092,8142,825,0,1.09,neuromorpho
neuromorpho__20191020_B_63X_zstack_tile_stitch.swc,interneuron,2314,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.9015,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2313,0,0.28,neuromorpho
neuromorpho__20191022_DE_20X_zstack_tile_cell2_2_stitched.swc,interneuron,5499,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.9511,True,1,0.00,,,0.00,0.000,0.000,1.000,0,5498,0,0.42,neuromorpho
neuromorpho__20191101_sample_1.swc,interneuron,4618,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9790,True,1,0.00,,,0.00,0.765,0.000,0.235,3534,1083,0,0.49,neuromorpho
neuromorpho__20191104_sample_1.swc,interneuron,5869,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9720,True,1,0.00,,,0.00,0.764,0.000,0.235,4486,1382,0,0.55,neuromorpho
neuromorpho__20191104_sample_4.swc,interneuron,6425,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9963,True,1,0.00,,,0.00,0.936,0.000,0.064,6016,408,0,0.64,neuromorpho
neuromorpho__20191107_sample_3.swc,interneuron,7199,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9957,True,1,0.00,,,0.00,0.987,0.000,0.013,7108,90,0,0.92,neuromorpho
neuromorpho__2020-03-05_10-54-18SST-MORF3Mb02-1V5-647-30x03-1_04.swc,interneuron,2765,v12_gentle_seed123,1.0000,1.0000,,1.0000,,pyramidal,0.7481,False,1,0.00,,,0.00,0.000,0.000,1.000,0,2764,0,0.72,neuromorpho
neuromorpho__2020-03-11_10-36-30PV-MORF3MJ01-4V5-647PV488-30x02Str01.swc,interneuron,5005,v12_gentle_seed123,0.8375,0.7205,,0.8375,,pyramidal,0.8569,False,1,0.00,,,0.00,0.000,0.000,1.000,1399,3605,0,0.94,neuromorpho
neuromorpho__2020-03-11_11-59-06SST-MORF3Mb01-1V5-647SST488-30x02Ctx_c.swc,interneuron,3610,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.4217,True,1,0.00,,,0.00,0.000,0.000,1.000,0,3609,0,0.37,neuromorpho
neuromorpho__20201230_A_63x_zstack_tile2_stitched2.swc,interneuron,10380,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.5349,True,1,0.00,,,0.00,0.000,0.000,1.000,0,10379,0,0.64,neuromorpho
neuromorpho__20201230_F_63X_zstack_tile_stitched.swc,interneuron,8471,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.7927,True,1,0.00,,,0.00,0.000,0.000,1.000,0,8470,0,0.48,neuromorpho
neuromorpho__20210302_c_40x_lsm800_zstack_tile_stitched.swc,interneuron,4666,v12_gentle_seed123,1.0000,1.0000,,1.0000,,interneuron,0.6271,True,1,0.00,,,0.00,0.000,0.000,1.000,0,4665,0,0.51,neuromorpho
neuromorpho__204B-3-R2.swc,pyramidal,1302,v12_gentle_seed123,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9600,True,1,0.00,21.53,21.53,84.55,0.055,0.379,0.565,71,736,494,0.68,neuromorpho
neuromorpho__20_25.swc,pyramidal,1933,v12_gentle_seed123,1.0000,1.0000,,1.0000,,pyramidal,0.9703,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1932,0,0.99,neuromorpho
neuromorpho__20_26.swc,pyramidal,4195,v12_gentle_seed123,1.0000,1.0000,,1.0000,,pyramidal,0.9699,True,1,0.00,,,0.00,0.000,0.000,1.000,0,4194,0,1.62,neuromorpho
neuromorpho__212_On_C.swc,interneuron,14677,v12_gentle_seed123,0.9854,0.9950,0.9972,0.9736,,interneuron,0.8609,True,1,-7.04,,,0.00,0.902,0.000,0.098,13312,1364,0,1.30,neuromorpho
neuromorpho__21_22.swc,pyramidal,1668,v12_gentle_seed123,0.9955,0.9910,,0.9955,,pyramidal,0.9787,True,1,0.00,,,0.00,0.000,0.000,0.999,15,1652,0,0.77,neuromorpho
